market,strategy,regime,sizing,sl,tp,trail,cagr,sharpe,sortino,calmar,max_drawdown,total_return,trades,exposure,benchmark_return
india,golden_cross_50_200,"bull,pullback",equal_slot,0.25,none,0.15,8.731313561565091,0.7460754878284911,1.0466724457190197,0.7238433724291766,-12.062434905307354,28.121277341285378,97.0,78.59437751004016,25.83157315193818
india,golden_cross_50_200,"bull,pullback",equal_slot,0.25,none,0.25,15.10484488374495,0.9709294067839565,1.3741632098914298,0.8330697626909446,-18.131548593186192,51.65490537722099,47.0,86.49263721552877,25.83157315193818
india,golden_cross_50_200,"bull,pullback",equal_slot,0.25,0.25,none,15.057937487152827,1.1991722645346679,1.6750755913122828,1.2117279037599942,-12.426830677438407,51.47202420727588,82.0,84.8728246318608,25.83157315193818
india,golden_cross_50_200,"bull,pullback",equal_slot,0.25,0.25,0.15,18.75683555820111,1.6398473683324932,2.352165758393089,2.5242311241627657,-7.430712417200845,66.3463234254207,125.0,77.01472556894244,25.83157315193818
india,golden_cross_50_200,"bull,pullback",equal_slot,0.25,0.25,0.25,12.725088620914505,1.0674235974918647,1.480348783100628,1.129798702824211,-11.263146779249261,42.559921410360246,78.0,83.36010709504687,25.83157315193818
india,fifty_two_week_high,none,equal_slot,none,none,none,20.521042152624002,1.1592264902558669,1.5991228599505465,1.1920411074936947,-17.215045709094852,73.7688209129633,178.0,97.95180722891565,25.83157315193818
india,fifty_two_week_high,none,equal_slot,none,none,0.15,10.06837739720785,0.6411534464057371,0.8424405821508505,0.4186207601871464,-24.051309334746644,32.84169745834306,232.0,97.77777777777779,25.83157315193818
india,fifty_two_week_high,none,equal_slot,none,none,0.25,19.779835302052895,1.1271936103700075,1.5309395318705543,1.1823258132032914,-16.72959778190338,70.6242164617369,181.0,98.03212851405621,25.83157315193818
india,fifty_two_week_high,none,equal_slot,none,0.25,none,19.83172917105238,1.314614574989717,1.7953137235509298,1.2428565491925052,-15.956571322681793,70.8431416363918,239.0,98.0722891566265,25.83157315193818
india,fifty_two_week_high,none,equal_slot,none,0.25,0.15,12.037713018641782,0.8117198369386487,1.0755822285399586,0.5612680535415847,-21.447351123378876,40.00186055140284,267.0,97.72423025435074,25.83157315193818
india,fifty_two_week_high,none,equal_slot,none,0.25,0.25,20.354836366722616,1.3822661819528057,1.9092108018436855,1.3992306454870207,-14.54716306591316,73.060375768275,234.0,97.91164658634537,25.83157315193818
india,fifty_two_week_high,none,equal_slot,0.08,none,none,18.03402225260491,1.0339522051996775,1.4374394469331684,0.8145776169046194,-22.139108512622624,63.36694650839891,230.0,97.69745649263723,25.83157315193818
india,fifty_two_week_high,none,equal_slot,0.08,none,0.15,10.688678066188274,0.6939166577738829,0.9506167102571227,0.4206845967464335,-25.407818942871458,35.070178975016674,265.0,97.42971887550202,25.83157315193818
india,fifty_two_week_high,none,equal_slot,0.08,none,0.25,17.959441984550285,1.0209749317238024,1.4083082704562127,0.8106749558602105,-22.15369039677986,63.061559739795946,231.0,97.68406961178047,25.83157315193818
india,fifty_two_week_high,none,equal_slot,0.08,0.25,none,17.265969560472662,1.1509921937516938,1.6293833132617934,0.8724616623003155,-19.789946431513723,60.240051346347826,323.0,97.56358768406962,25.83157315193818
india,fifty_two_week_high,none,equal_slot,0.08,0.25,0.15,11.043561190624708,0.7344304495033251,0.9989020068176945,0.4566425446300523,-24.184258169749857,36.356187792429,312.0,97.30923694779116,25.83157315193818
india,fifty_two_week_high,none,equal_slot,0.08,0.25,0.25,17.265969560472662,1.1509921937516938,1.6293833132617934,0.8724616623003155,-19.789946431513723,60.240051346347826,323.0,97.56358768406962,25.83157315193818
india,fifty_two_week_high,none,equal_slot,0.15,none,none,21.40720092544852,1.2183307265720011,1.6789475059670942,1.3622844851541698,-15.714192709921281,77.57846834303761,181.0,97.95180722891565,25.83157315193818
india,fifty_two_week_high,none,equal_slot,0.15,none,0.15,9.599968088989353,0.6097351142007061,0.7960311327090739,0.39278699606108924,-24.440646419710628,31.175130286190477,232.0,97.77777777777779,25.83157315193818
india,fifty_two_week_high,none,equal_slot,0.15,none,0.25,20.265874127893845,1.1666345925208383,1.5854288090094142,1.2867317508252065,-15.749882689143979,72.68196507518726,183.0,97.99196787148594,25.83157315193818
india,fifty_two_week_high,none,equal_slot,0.15,0.25,none,18.11579380813999,1.2443982161923768,1.7044687611528673,1.2764497565666386,-14.192328146833905,63.7022147347295,247.0,97.92503346720214,25.83157315193818
